"","timestamp","open","high","low","close","volume"
"1",1999-11-12,27.38,32,26.5,32,4063800
"2",1999-11-19,32.22,44.38,30.88,42.88,8903200
"3",1999-11-26,43.97,44,35.56,38.25,3275100
"4",1999-12-03,38.13,40.13,34.63,38.13,3103100
"5",1999-12-10,38.25,40.5,36.38,37.94,1833200
"6",1999-12-17,37.5,38.81,35.13,37.63,2204900
"7",1999-12-23,37.69,46.5,36.38,46.38,2754600
"8",1999-12-31,47.38,47.44,44.13,46.94,1626800
"9",2000-01-07,47.25,47.63,39.5,41.88,2044600
"10",2000-01-14,42,45.69,39.88,43.94,2600600
"11",2000-01-21,44.5,48.25,42.5,44.75,2396200
"12",2000-01-28,46.19,46.19,35.88,37.38,2873300
"13",2000-02-04,37.56,41.06,35,40.56,1367400
"14",2000-02-11,40.75,51.75,38,50,5560900
"15",2000-02-18,50.12,68.25,49.63,67.38,7535000
"16",2000-02-25,65.25,66.69,58.5,61.19,3285300
"17",2000-03-03,60.88,64.75,57.5,58.88,3483800
"18",2000-03-10,59.25,145,58,118,12848300
"19",2000-03-17,107,150,91.98,99.88,13097000
"20",2000-03-24,103.4,107.1,87,93.19,3486500
"21",2000-03-31,93,96,70.5,84.48,5367900
"22",2000-04-07,83.72,105,57,102.6,4596900
"23",2000-04-14,104.3,110.4,65.5,68.8,3961500
"24",2000-04-20,63,89.75,63,80.63,2508100
"25",2000-04-28,76,96,72.63,89.13,2437100
"26",2000-05-05,92.5,97.38,80,92.13,2280000
"27",2000-05-12,89.75,93,78.13,79.75,2228700
"28",2000-05-19,79.38,114.6,75.5,102.1,6188000
"29",2000-05-26,101,117.9,92.06,105.5,5808300
"30",2000-06-02,108.4,133,107.9,131.6,3717400
"31",2000-06-09,131.4,141,118,126.4,4433600
"32",2000-06-16,127,150,119,149.8,5061200
"33",2000-06-23,149.4,176,145.6,148.1,7289700
"34",2000-06-30,151,166.9,57.5,63.56,14967200
"35",2000-07-07,64,66,52.75,58.19,8171300
"36",2000-07-14,57.19,77.31,56.63,73.81,9306900
"37",2000-07-21,74.94,75,65.56,69.69,3640200
"38",2000-07-28,69.75,70.25,50,54,7669600
"39",2000-08-04,57,65,54,63.75,6794700
"40",2000-08-11,64.19,71,61.38,64.44,3331900
"41",2000-08-18,65.25,77.88,63,77,4802800
"42",2000-08-25,79.81,81.19,68.25,75,8174200
"43",2000-09-01,75.38,82.5,74.5,79.5,4624000
"44",2000-09-08,81.38,81.44,72.13,73.5,3911200
"45",2000-09-15,72.56,74.25,67.75,70.89,4628200
"46",2000-09-22,71.06,71.5,62.5,70.63,5942700
"47",2000-09-29,72.81,85.38,72.25,81.88,9119700
"48",2000-10-06,83,86.25,67.44,68.44,10886000
"49",2000-10-13,66.69,71,58.25,65.13,10823200
"50",2000-10-20,65.13,71.25,52.56,69.63,7923600
"51",2000-10-27,70.19,70.63,56.25,61.25,5159700
"52",2000-11-03,60.25,72.5,56.88,71.25,5239300
"53",2000-11-10,72.94,80,57.25,58.81,10208900
"54",2000-11-17,55.88,70.81,54,63.38,7662300
"55",2000-11-24,61.03,61.5,52,57.5,5233700
"56",2000-12-01,61.63,62,36.38,44.5,13118000
"57",2000-12-08,44.78,50.13,37.13,49.75,16920800
"58",2000-12-15,48.13,50.75,37.25,37.44,14606900
"59",2000-12-22,39,42.75,27.5,35.06,18770000
"60",2000-12-29,35.5,37.25,31.38,32.77,6657000
"61",2001-01-05,33,44.63,28.25,37.09,10205800
"62",2001-01-12,36.06,51.75,36.06,47,9942700
"63",2001-01-19,47.25,57,42.56,52.06,12393500
"64",2001-01-26,50.5,56,46.16,50.81,8176400
"65",2001-02-02,49.25,54.25,46.5,46.88,6869200
"66",2001-02-09,46.81,48,42.38,44.31,8259600
"67",2001-02-16,43.81,61,41,59.5,15427700
"68",2001-02-23,58,60,51,54.34,13324100
"69",2001-03-02,52.75,54.25,40,43.58,18327100
"70",2001-03-09,41.88,54.44,41.63,50.06,19004600
"71",2001-03-16,48.38,63.73,46.13,59.63,26236700
"72",2001-03-23,59.31,70.13,56.08,67,33413500
"73",2001-03-30,67,71.69,64.5,64.92,32227200
"74",2001-04-06,64.75,66.31,53.81,62.69,41215300
"75",2001-04-12,63.9,73.25,58.65,70.25,21461300
"76",2001-04-20,69,89.99,67.28,86.96,31602200
"77",2001-04-27,85.07,88.29,73,79,28719700
"78",2001-05-04,81.15,93.45,79.43,89.82,28801900
"79",2001-05-11,89.48,95.28,76.54,78.14,24312100
"80",2001-05-18,78.37,89.5,75.55,86.3,18320900
"81",2001-05-25,86.11,100,84.38,91.7,29117100
"82",2001-06-01,91.18,91.2,83.76,90.35,27145300
"83",2001-06-08,90.41,99.6,87.76,96.75,17339700
"84",2001-06-15,96.89,99.24,90.78,95.05,19433600
"85",2001-06-22,94.81,96.35,82.95,91.3,26561400
"86",2001-06-29,92.32,94.2,88.46,92.75,16391500
"87",2001-07-06,89.08,90.7,79.1,80.7,13621800
"88",2001-07-13,79.65,83.25,76.12,80.96,20050600
"89",2001-07-20,80.05,81,72.5,74.89,19937800
"90",2001-07-27,75.01,81.87,67.26,81,29033400
"91",2001-08-03,81.1,88.54,76.3,87.3,20388600
"92",2001-08-10,86.57,90.72,82.1,84.64,25779100
"93",2001-08-17,86.09,89.7,83.06,83.77,34780300
"94",2001-08-24,83.24,86.99,80.25,85.28,24969200
"95",2001-08-31,83.37,89.95,80.75,84.71,25889100
"96",2001-09-07,84.48,84.48,75.55,78.02,34053100
"97",2001-09-10,77.36,78.55,74.19,75.76,7801500
"98",2001-09-21,35.52,36.39,26.01,26.97,31325750
"99",2001-09-28,29.11,31.39,25.51,27.47,40268400
"100",2001-10-05,27.45,33.8,22.66,32.9,57945400
"101",2001-10-12,34.89,40.5,31.22,40.43,40189000
"102",2001-10-19,39.25,45.3,38.15,44.35,50567400
"103",2001-10-26,44.04,50.44,43.05,45.79,44879300
"104",2001-11-02,45.95,47.74,40.35,47.17,44404100
"105",2001-11-09,47.99,53.24,47,53.2,66280400
"106",2001-11-16,53,55.99,51.2,52.49,45220400
"107",2001-11-23,53.01,53.5,47.8,49.95,32194700
"108",2001-11-30,50.79,55.37,50.65,54.64,77584300
"109",2001-12-07,54.16,62.95,52.85,59.95,49076300
"110",2001-12-14,59.65,65.95,59.15,65.64,34406900
"111",2001-12-21,65.14,68.95,61.67,64.58,37481500
"112",2001-12-28,64.55,70.25,64.52,67.71,19960800
"113",2002-01-04,68.21,72.66,65.5,69.62,36562700
"114",2002-01-11,69.9,70.75,62.81,63.07,43849800
"115",2002-01-18,62.93,65.38,59.76,63.8,52074800
"116",2002-01-25,64.4,67.1,61.48,65.47,32746900
"117",2002-02-01,66.75,68.35,63.45,64.13,43224400
"118",2002-02-08,63.99,65.55,55.44,57.72,55481500
"119",2002-02-15,57.63,64.06,56.75,57.35,74253300
"120",2002-02-22,54.9,56.95,49.25,49.92,66066000
"121",2002-03-01,50.15,56.49,50.14,55.94,67685800
"122",2002-03-08,56.11,60.49,55.02,58.29,57726000
"123",2002-03-15,57.65,58.29,50.02,52.77,45707800
"124",2002-03-22,53.73,54.89,46.06,48.57,61220900
"125",2002-03-28,48.34,48.4,41.87,44.36,51664700
"126",2002-04-05,41.9,44.69,40.56,42.1,58798800
"127",2002-04-12,40.15,44.3,35.54,36.68,75299800
"128",2002-04-19,37.39,40.88,36.87,36.92,39794800
"129",2002-04-26,36.51,37.85,30.37,30.37,46033800
"130",2002-05-03,33.97,36.75,32.58,32.75,78367500
"131",2002-05-10,31.9,36.64,30.71,31.88,56296400
"132",2002-05-17,32.21,39.28,31.94,39.17,47929300
"133",2002-05-24,38.84,40.65,34.22,35.03,59821400
"134",2002-05-31,35.34,35.36,32.59,33.46,36819100
"135",2002-06-07,32.65,33.25,29.95,32.3,43513700
"136",2002-06-14,32.73,33.65,25.74,28.18,52152800
"137",2002-06-21,28.81,29.18,22.18,22.66,63045600
"138",2002-06-28,22.08,23.79,16.43,17.18,81613700
"139",2002-07-05,17.1,19,15.62,18.99,36211500
"140",2002-07-12,18.77,21.08,17.83,19.91,50650800
"141",2002-07-19,19.96,23.35,18,18.13,60666900
"142",2002-07-26,18.05,18.56,14.3,14.71,57448700
"143",2002-08-02,15.32,16.98,9.1,9.35,95032000
"144",2002-08-09,9.21,9.58,8.49,9.2,39410200
"145",2002-08-16,9.1,11.05,8.86,10.69,38978800
"146",2002-08-23,11.15,13.45,11.13,11.49,59556000
"147",2002-08-30,11.71,11.84,9.9,10.11,33058700
"148",2002-09-06,9.62,9.85,9,9.26,26988400
"149",2002-09-13,9.19,11.9,8.91,10.57,55375100
"150",2002-09-20,10.41,10.59,9.01,9.21,32725100
"151",2002-09-27,9.06,9.65,8.55,8.56,28608200
"152",2002-10-04,8.53,9.55,8,8.14,27849500
"153",2002-10-11,8.03,8.95,7.2,8.81,27605200
"154",2002-10-18,8.55,9.84,8.37,9.4,26054500
"155",2002-10-25,9.27,11.36,9.06,11.1,41077900
"156",2002-11-01,11.61,14.27,10.11,14.1,53059000
"157",2002-11-08,14.95,16.52,11.01,11.37,98567900
"158",2002-11-15,10.82,13.91,10.22,13.47,64623400
"159",2002-11-22,14.55,16.88,13.75,15.72,71275300
"160",2002-11-29,16.45,17.78,15.8,17.13,32686400
"161",2002-12-06,18.04,18.27,13.28,14.13,59786400
"162",2002-12-13,13.67,14.7,12.89,13.24,47784700
"163",2002-12-20,13.7,14.75,12.19,12.82,43056100
"164",2002-12-27,12.79,13.24,11.84,11.95,18510600
"165",2003-01-03,12,12.75,11.19,12.31,32918100
"166",2003-01-10,12.61,13.88,11.84,12.37,56206600
"167",2003-01-17,12.84,12.95,10.61,10.75,47675300
"168",2003-01-24,10.95,11.19,9.99,10.17,27782600
"169",2003-01-31,9.95,10.89,9.56,10.32,44911300
"170",2003-02-07,10.39,10.86,9.74,9.76,34217700
"171",2003-02-14,9.75,12.05,9.33,12.04,57606300
"172",2003-02-21,12.5,13.24,12.35,12.86,39776000
"173",2003-02-28,12.75,13.49,11.82,12.62,45431300
"174",2003-03-07,12.77,13,12,12.49,24098300
"175",2003-03-14,12.36,14,12.1,13.42,30940100
"176",2003-03-21,13.2,14.83,13.17,14.16,45124500
"177",2003-03-28,13.58,14.65,13.21,13.43,44192500
"178",2003-04-04,13.02,14,12.82,13.39,26690300
"179",2003-04-11,14.245,14.4,13.12,13.25,21490300
"180",2003-04-17,13.05,13.75,13.01,13.65,17739300
"181",2003-04-25,13.67,14.59,13.42,13.55,29469200
"182",2003-05-02,13.71,16,13.55,15.9,35303400
"183",2003-05-09,16.051,21.53,15.65,21.37,123380900
"184",2003-05-16,21.42,21.9,19.949,21.26,66101000
"185",2003-05-23,20.98,21.4,19.81,20.87,39720900
"186",2003-05-30,20.65,26.63,20.25,26.17,61275100
"187",2003-06-06,26.85,27.75,24.14,25.76,57681600
"188",2003-06-13,25.6,26.3,23.3,23.47,42510200
"189",2003-06-20,23.75,25.97,22.18,23.68,51293100
"190",2003-06-27,23.66,23.78,22.06,22.557,37282200
"191",2003-07-03,22.86,24.38,22.41,23.51,23240700
"192",2003-07-11,23.83,25.75,23.82,24.43,27749800
"193",2003-07-18,25.05,25.203,20.47,21.26,40440600
"194",2003-07-25,21.38,22.12,20,21.06,35765200
"195",2003-08-01,21.23,21.28,18.36,19.72,49603500
"196",2003-08-08,19.7,21.47,15.26,15.5,69384400
"197",2003-08-15,15.75,17.05,15.645,16.15,40657300
"198",2003-08-22,16.41,19.48,16.12,18.26,38659600
"199",2003-08-29,18.61,18.69,17.38,18.17,26100200
"200",2003-09-05,18.49,19.1,17.57,18.68,29168600
"201",2003-09-12,18.98,21.47,18.3,19.35,76282600
"202",2003-09-19,19.51,20.36,18.96,19.84,28092800
"203",2003-09-26,19.45,19.49,16.63,16.86,38314900
"204",2003-10-03,16.01,17.2,15.7,16.78,46362900
"205",2003-10-10,16.81,17.08,16.11,16.73,24112000
"206",2003-10-17,16.92,17.73,16.62,16.66,22231100
"207",2003-10-24,16.67,17.88,16.57,17.11,22880600
"208",2003-10-31,17.2,18.76,17.08,17.64,24032800
"209",2003-11-07,17.59,22.06,17.41,21.75,65206200
"210",2003-11-14,21.82,22.12,20.11,20.173,34130100
"211",2003-11-21,19.79,20.7,19.38,19.76,28674600
"212",2003-11-28,19.95,21.73,19.81,21.23,19996800
"213",2003-12-05,21.47,22.2,20.26,20.43,24112900
"214",2003-12-12,20.44,21.37,19.5,20.84,24194400
"215",2003-12-19,21.45,21.6,19.94,21.07,25644000
"216",2003-12-26,20.76,22.87,20.55,22.741,13906300
"217",2004-01-02,23.17,24.2,22.82,23.08,18676600
"218",2004-01-09,23.43,25.78,23.22,25.47,29516700
"219",2004-01-16,25.56,25.88,23.64,24.66,25113200
"220",2004-01-23,24.955,25.39,23.04,23.09,17253500
"221",2004-01-30,23.24,24.1,21.15,22.25,27826300
"222",2004-02-06,22.43,23.08,21.8879,22.76,18489900
"223",2004-02-13,22.85,24.33,22.59,23.3,36199100
"224",2004-02-20,23.4,24.27,23.07,24.14,17878100
"225",2004-02-27,24.1,24.14,21.91,22.25,26289600
"226",2004-03-05,22.19,22.77,21.51,22.19,22005900
"227",2004-03-12,22.19,22.5,20.68,21.24,18524300
"228",2004-03-19,21.09,22.7,20.6319,22.17,21036100
"229",2004-03-26,21.83,24.73,21.5,24.35,29073500
"230",2004-04-02,24.66,26.97,24.65,26.3,35706000
"231",2004-04-08,26.16,27.35,25.54,26.74,17465000
"232",2004-04-16,26.95,27.07,23.56,23.61,24012100
"233",2004-04-23,23.62,23.9,21.93,23.24,23873900
"234",2004-04-30,23.29,23.39,20.44,20.52,21260200
"235",2004-05-07,20.74,22.97,19.9,22.08,29295400
"236",2004-05-14,21.52,21.98,20.69,21.51,19652400
"237",2004-05-21,21.2,22.3,20.85,21.2,14288500
"238",2004-05-28,21.16,23.58,20.79,23.45,22516500
"239",2004-06-04,23.11,24.11,21.89,21.91,19272100
"240",2004-06-10,22.25,22.69,20.61,20.8,18748400
"241",2004-06-18,20.69,20.76,19.5,19.76,17405200
"242",2004-06-25,19.79,20.91,19.28,20.25,15677600
"243",2004-07-02,20.54,20.8,19.11,19.26,14942200
"244",2004-07-09,19.03,19.23,16.57,16.9,20534000
"245",2004-07-16,16.43,17,15.18,15.18,26840100
"246",2004-07-23,15.4,15.92,14.4,14.62,19241700
"247",2004-07-30,14.8,15.7,13.84,15.42,24579400
"248",2004-08-06,15.43,15.7,9.3,9.43,63519500
"249",2004-08-13,9.7,10.73,9.51,10.5,50541900
"250",2004-08-20,10.38,12.52,10.32,12.35,33937600
"251",2004-08-27,12.62,13.12,11.91,12.94,30321700
"252",2004-09-03,12.92,13.32,12.07,12.82,27433400
"253",2004-09-10,12.91,14.14,12.29,14.07,32508200
"254",2004-09-17,14.05,14.7657,13.42,14.69,38575300
"255",2004-09-24,14.4,15.18,13.84,14.05,24828600
"256",2004-10-01,13.94,15.2,13.55,15.12,21901500
"257",2004-10-08,15.3,15.89,14.38,14.51,27475900
"258",2004-10-15,14.53,14.94,13.08,13.42,30563700
"259",2004-10-22,13.34,14.22,13.23,13.28,28609000
"260",2004-10-29,13.19,15.19,13.14,14.47,44694900
"261",2004-11-05,14.66,18.77,14.48,17.64,62538000
"262",2004-11-12,17.4467,18.4,17.37,18.1,26121200
"263",2004-11-19,17.92,20.53,17.81,18.96,35587900
"264",2004-11-26,19,20.04,18.85,19.86,18250200
"265",2004-12-03,20.01,21,19.02,20.73,32512200
"266",2004-12-10,20.85,24.96,20.46,23.31,52442400
"267",2004-12-17,22.96,24.86,22.56,23.059,36850500
"268",2004-12-23,23.33,23.69,22.25,23.07,21557700
"269",2004-12-31,23.39,23.68,22.62,23.56,14419400
"270",2005-01-07,24.38,24.72,21.7,22.03,32570100
"271",2005-01-14,22.05,22.3,20.7,21.51,35028400
"272",2005-01-21,21.27,22,20.92,21.44,16979000
"273",2005-01-28,21.38,23.09,20.46,22.88,25054100
"274",2005-02-04,23.07,25.86,22.6,25.79,38351000
"275",2005-02-11,25.77,26.34,24.7,26.15,24333700
"276",2005-02-18,25.72,28.3,25.28,28.27,48311600
"277",2005-02-25,28.08,29.29,27.24,28.84,31243900
"278",2005-03-04,28.7,29.6,27.28,27.57,31642400
"279",2005-03-11,27.69,28.43,24.93,25.16,34793000
"280",2005-03-18,25.68,26.25,23.72,24.17,21393400
"281",2005-03-24,24.01,25.83,24.01,25.13,23929900
"282",2005-04-01,25.3,25.5,23.39,23.53,24886400
"283",2005-04-08,23.4,24.39,22.84,23.45,21224300
"284",2005-04-15,23.62,23.7,21.15,21.35,19343800
"285",2005-04-22,21.22,22.53,21.1,22.24,18980500
"286",2005-04-29,22.43,23.07,20.92,21.93,17766400
"287",2005-05-06,22.19,23.18,21.52,23.17,18485300
"288",2005-05-13,23.27,25.47,22.26,25.33,46014800
"289",2005-05-20,25.03,26.31,25.02,26.3,23532100
"290",2005-05-27,26.48,27.91,26.4,27.52,23938800
"291",2005-06-03,27.4,28.53,26.6,28.3,23364800
"292",2005-06-10,27.79,28.34,26.87,27.98,26589600
"293",2005-06-17,28,29.39,25.77,26.91,53614200
"294",2005-06-24,26.91,28.32,26.47,27.09,25395900
"295",2005-07-01,26.92,27.22,26.2999,26.84,15073900
"296",2005-07-08,26.86,28.23,26.68,28.14,16384200
"297",2005-07-15,28.39,29.3,26.42,26.89,38778100
"298",2005-07-22,26.81,27.09,25.64,25.83,28192400
"299",2005-07-29,25.53,27.45,25.42,27.06,27543100
"300",2005-08-05,27.22,28.31,27.04,28.25,19753900
"301",2005-08-12,28.44,30.21,27.57,29.95,37124800
"302",2005-08-19,30.05,31.02,29.11,29.2,28106900
"303",2005-08-26,29.15,29.79,28.62,28.92,16135200
"304",2005-09-02,28.65,31.06,28.42,30.19,26881100
"305",2005-09-09,30.3,32.26,29.84,32.19,17595500
"306",2005-09-16,32.22,33.69,31.7,33.25,26619500
"307",2005-09-23,33.21,33.95,31.65,32.71,21916300
"308",2005-09-30,32.96,34.59,32.37,34.28,17805800
"309",2005-10-07,34.47,35.95,32.48,33.06,24175100
"310",2005-10-14,33.23,33.29,30.8,32.03,20645700
"311",2005-10-21,32.05,32.66,30.51,31.94,15313200
"312",2005-10-28,32.22,33.12,30.75,32.42,14445500
"313",2005-11-04,32.55,35.5,32.55,34.06,19932700
"314",2005-11-11,34.24,36.77,32.84,34.04,39818500
"315",2005-11-18,34.05,36.68,33.53,36.19,21784800
"316",2005-11-25,36.23,38.25,35.99,38.07,14291900
"317",2005-12-02,38.17,38.5,35.22,36.59,24496800
"318",2005-12-09,36.67,36.67,35.42,36.34,14709900
"319",2005-12-16,36.44,37.67,36.15,36.85,20086200
"320",2005-12-23,37.03,37.59,35.74,37.54,11824200
"321",2005-12-30,37.5,38.24,36.41,36.56,9770500
"322",2006-01-06,36.765,40.99,36.65,40.84,18769700
"323",2006-01-13,40.82,44.17,40.73,42.51,20360400
"324",2006-01-20,41.79,45.66,40.8,43.8101,18046200
"325",2006-01-27,44.155,46.76,43.36,46.25,16315800
"326",2006-02-03,46.49,46.5,43.2,44.02,17742300
"327",2006-02-10,43.98,45.75,42.87,43.9,16733700
"328",2006-02-17,43.72,50.72,43.46,47.47,39826900
"329",2006-02-24,47.31,47.45,44.7,45.66,20211300
"330",2006-03-03,46,50.01,45.53,49.16,25624800
"331",2006-03-10,50.15,50.45,46.26,47.39,23869200
"332",2006-03-17,48.04,50.23,47.43,48.77,22479400
"333",2006-03-24,49.21,52.04,48.22,51.95,33647900
"334",2006-03-31,52,58.23,51.82,57.26,36105100
"335",2006-04-07,57.69,61.68,29.93,30.53,39620733
"336",2006-04-13,30.5,30.64,29.09,29.6,44549467
"337",2006-04-21,29.47,30.42,27.73,28.07,57492200
"338",2006-04-28,28.25,29.59,27.75,29.22,41247334
"339",2006-05-05,29.5,31.5,29.42,31.28,44493267
"340",2006-05-12,31.2,31.88,25.74,26.33,76463534
"341",2006-05-19,26.275,26.94,23.8,24.33,58525334
"342",2006-05-26,24.2,25.07,23.34,23.97,42750335
"343",2006-06-02,24.01,24.69,22.84,23.83,37634001
"344",2006-06-09,23.7,24.14,20.56,21.56,52249267
"345",2006-06-16,21.07,22.3,19.67,21.66,46950867
"346",2006-06-23,21.9,22.01,20.07,20.31,37209468
"347",2006-06-30,20.28,22.04,19.12,21.29,47992134
"348",2006-07-07,21.78,21.8,19.15,19.37,27437734
"349",2006-07-14,19.415,19.56,17.17,17.67,43737668
"350",2006-07-21,17.59,20.3,17.5,17.77,61286668
"351",2006-07-28,18.4266,22.71,18.33,22.67,59370468
"352",2006-08-04,22.43,25,20.85,23.99,61021601
"353",2006-08-11,23.57,25.5,22.32,23.4,71934401
"354",2006-08-18,23.685,27.72,23.15,27.36,70349134
"355",2006-08-25,26.95,27.04,25.71,26.48,32644534
"356",2006-09-01,26.92,29.52,26.87,27.89,54851668
"357",2006-09-08,27.98,28.61,26.34,27.7,37228934
"358",2006-09-15,27.08,29.7,26.77,29.56,44192601
"359",2006-09-22,29.64,31.25,29.47,29.81,53437801
"360",2006-09-29,30.255,31.1,28.831,29.59,46666268
"361",2006-10-06,29.45,31.27,27.67,30.93,71196668
"362",2006-10-13,30.855,33.96,30.77,33.77,50630067
"363",2006-10-20,33.88,34.43,31.19,31.79,44345601
"364",2006-10-27,31.72,34.59,31.5,32.38,35377467
"365",2006-11-03,32.6,34.87,31.52,32.6,67721934
"366",2006-11-10,32.69,36.2,32.28,34.44,74435401
"367",2006-11-17,34.505,36.75,34.5,36.32,46524801
"368",2006-11-24,35.87,37.06,35.6,36.98,23010134
"369",2006-12-01,36.76,37.29,34.64,35.54,50244801
"370",2006-12-08,36,37.44,34.9,35.55,46915135
"371",2006-12-15,35.56,37.5,35.31,37.5,50617067
"372",2006-12-22,37.54,38.96,36.85,37.03,37977601
"373",2006-12-29,37.23,38.02,36.87,37.01,18219134
"374",2007-01-05,37.07,37.52,33.42,33.66,53257667
"375",2007-01-12,33.78,35.37,32.4,35.23,69214468
"376",2007-01-19,35.5,35.52,31.13,31.8795,64400601
"377",2007-01-26,32.18,33.31,30.9,31.47,58209734
"378",2007-02-02,31.325,32,29.911,31.85,59998601
"379",2007-02-09,32,34.91,31.95,32.65,63009601
"380",2007-02-16,32.89,34.5,32.54,32.72,68744667
"381",2007-02-23,32.77,33.56,32.19,32.65,38990134
"382",2007-03-02,32.74,32.99,29.71,29.77,58478334
"383",2007-03-09,29.25,31.6,28.66,30.51,60118468
"384",2007-03-16,30.16,30.77,28.04,28.35,53301401
"385",2007-03-23,28.5,30.94,28.24,30.29,62032734
"386",2007-03-30,30.31,30.6,28.23,28.78,44602000
"387",2007-04-05,28.71,30.93,28.28,30.9,42819067
"388",2007-04-13,30.9,31.25,29.14,30.58,60460801
"389",2007-04-20,30.5,32,30.03,31.89,59547534
"390",2007-04-27,31.74,33.78,31.28,33.07,53118734
"391",2007-05-04,33.52,33.94,32.68,33.71,44551468
"392",2007-05-11,34.2,35.48,32.2,35.14,67421334
"393",2007-05-18,35,35.33,33.85,35.02,48732667
"394",2007-05-25,34.92,36,33,33.66,40208800
"395",2007-06-01,33.52,35.55,33.2,34.88,25975734
"396",2007-06-08,34.56,36.96,34.42,36.55,54940801
"397",2007-06-15,36.55,39.85,36.23,39.55,52319601
"398",2007-06-22,39.95,43.87,39.05,43.62,69672401
"399",2007-06-29,42.4,43.44,40.3,41.31,56923668
"400",2007-07-06,41.9,43.94,41.77,43.77,24310401
"401",2007-07-13,43.93,46.57,43.92,45.87,41390134
"402",2007-07-20,45.91,47.83,44.75,45.1,44153334
"403",2007-07-27,44.94,46.48,43.08,44.25,43016267
"404",2007-08-03,44.41,47.93,42.52,42.54,50791534
"405",2007-08-10,42.9,47.4,41.39,43.99,69067934
"406",2007-08-17,44.34,45.9,40.5,45.08,66607668
"407",2007-08-24,45.11,49.21,44.35,48.25,47180001
"408",2007-08-31,48.25,51.35,46.22,51.16,48683601
"409",2007-09-07,51.39,54,49.67,50.65,39455667
"410",2007-09-14,51.75,52.65,32.15,32.25,58657867
"411",2007-09-21,32.3,36,31.83,34.49,63065800
"412",2007-09-28,34.7,37.2,34.45,36.24,52942800
"413",2007-10-05,36.65,37.95,34.75,36.9299,46854300
"414",2007-10-12,37.19,37.7,34.87,36.13,49592100
"415",2007-10-19,36.25,39.67,36.08,37.39,54914800
"416",2007-10-26,37.15,39.67,33.59,34.4,70505500
"417",2007-11-02,33.22,37,32.56,36.74,71834400
"418",2007-11-09,36.43,38.2,32.65,33.36,85147600
"419",2007-11-16,33.35,33.83,30.03,32.45,75729400
"420",2007-11-23,31.99,32.1501,29.11,30.22,49536700
"421",2007-11-30,30.2,34.2,29.46,31.54,64026000
"422",2007-12-07,32,34.49,31.35,33.88,55513700
"423",2007-12-14,33.99,36.09,33.48,35.07,59767000
"424",2007-12-21,34.7,35.9,33.2,35.16,46779700
"425",2007-12-28,35.42,36.4,34.49,34.79,20569500
"426",2008-01-04,34.51,35.14,29.8,30,49290000
"427",2008-01-11,30.2,30.45,26.35,27.05,99545900
"428",2008-01-18,27.45,28.89,22.52,24.84,119592000
"429",2008-01-25,22.47,27.46,22.33,24.95,73101900
"430",2008-02-01,24.86,27,23.83,26.8601,67609500
"431",2008-02-08,27.44,27.59,23.1,24.99,66887400
"432",2008-02-15,25.2,27.1,21.91,22.27,121434800
"433",2008-02-22,22.7,22.72,21.16,22.32,67123700
"434",2008-02-29,22.3,23.03,21.3,21.39,70480100
"435",2008-03-07,21.36,21.67,19,19.55,92883900
"436",2008-03-14,19.31,19.98,18.12,18.32,118821500
"437",2008-03-20,17.52,19,17.31,18.52,84753600
"438",2008-03-28,18.93,20.7,18.86,19.68,87689400
"439",2008-04-04,19.89,21.06,18.73,18.78,106022800
"440",2008-04-11,19.24,20.51,18.41,18.53,106066700
"441",2008-04-18,18.46,19.32,17.61,19.02,75931600
"442",2008-04-25,18.88,20.66,18.87,20.15,87400700
